,Name,Road Name,Street Number,Neighborhood ID,Neighborhood Name,District ID,District Name,ZipCode,Service Type,geo_epgs_25831_x,geo_epgs_25831_y,Latitude,Longitude,Simple Service Type
739,Escola Congrés-Indians,C Açores,1.0,61,la Sagrera,9,Sant Andreu,8027,Kindergarten & Primary School,432264.0105155134,4586282.258288066,41.42524649826285,2.1893636167955752,Kindergarten & Primary School
740,Facultat Internacional de Comerç i Economia Digital La Salle - URL,Carrer de Sant Joan de la Salle,42.0,25,Sant Gervasi - la Bonanova,5,Sarrià-Sant Gervasi,8022,University,427294.202,4584406.847,41.407921109691735,2.13011876510642,University
741,Institut de Recerca Sant Pau - Centre CERCA,C Sant Quintí,77.0,35,el Guinardó,7,Horta-Guinardó,8041,University,431241.48670095,4585015.485429534,41.41375025072343,2.177271688141024,University
742,Institut Lluís Vives,C Canalejas,107.0,17,Sants - Badal,3,Sants-Montjuïc,8028,Secondary School,427083.9490766964,4580405.42153481,41.37186290045591,2.1280851779733574,High School
743,Escola de Música Pausa,Alt de Pedrell,60.0,36,la Font d'en Fargues,7,Horta-Guinardó,8032,Music School,430571.5729195851,4586409.214707785,41.426245461581225,2.169096663093005,Music School
744,Centre Educatiu Proa,C Almeria,57.0,16,la Bordeta,3,Sants-Montjuïc,8014,"Kindergarten, Primary & Secondary School",428082.3623774339,4580355.637234772,41.371504344790274,2.140028600937792,General School (with kindergarten)
745,Institut Escola Arts,C Miquel Bleach,24.0,15,Hostafrancs,3,Sants-Montjuïc,8014,"Kindergarten, Primary & Secondary School",428285.9202959368,4580833.09761686,41.3758228225092,2.1424059467049545,General School (with kindergarten)
746,Facultat de Medicina i Ciències de la Salut - UB,C Casanova,143.0,8,l'Antiga Esquerra de l'Eixample,2,Eixample,8036,University,429119.381871757,4582349.613992283,41.38955539831457,2.152194463242196,University
747,Escola Xirinacs,C Entença,155.0,9,la Nova Esquerra de l'Eixample,2,Eixample,8029,Kindergarten & Primary School,428543.3786126629,4581679.224412815,41.38346648370963,2.145384672271731,Kindergarten & Primary School
748,Escola Gaia,Carrer del Consell de Cent,550.0,6,la Sagrada Família,2,Eixample,8013,Kindergarten & Primary School,431688.83758231887,4583902.128376463,41.40376075012159,2.182749609693285,Kindergarten & Primary School
749,Escola de Perruqueria Miguel Griñó,C Tamarit,151.0,10,Sant Antoni,2,Eixample,8015,FP,429773.2017812299,4581083.09048885,41.37820559348554,2.1601608104554217,FP
750,St. Peter's School,C Eduard Toldrà,18.0,21,Pedralbes,4,Les Corts,8034,"Kindergarten, Primary & Secondary School",425256.6654295263,4582286.85777274,41.38864051984496,2.1060053781551,General School (with kindergarten)
751,Escola de Música Sant Gervasi,C Folgueroles,8.0,25,Sant Gervasi - la Bonanova,5,Sarrià-Sant Gervasi,8022,Music School,427729.50492583495,4584468.196033479,41.4085129090134,2.1353190059601315,Music School
752,Centre Educatiu Bemen 3,C Cartellà,48.0,44,Vilapicina i la Torre Llobeta,8,Nou Barris,8031,FP,430798.6886737865,4586608.913808286,41.428063673597705,2.171791601093148,FP
753,"BAU, Centre Universitari d'Arts i Disseny de Barcelona",C Pujades,118.0,68,el Poblenou,10,Sant Martí,8005,University,432760.2113096316,4583222.112223816,41.39772635565731,2.195641449471245,University
754,EINA - Escola de Disseny i Art,Pg Santa Eulàlia,25.0,23,Sarrià,5,Sarrià-Sant Gervasi,8017,University,425969.1391583271,4583860.542578356,41.40287986302204,2.114333805752234,University
755,Centre Educatiu John Talabot,C Escoles Pies,134.0,25,Sant Gervasi - la Bonanova,5,Sarrià-Sant Gervasi,8017,"Kindergarten, Primary & Secondary School",426884.58118022926,4584249.811981361,41.40646961208439,2.125237416308632,General School (with kindergarten)
756,Fundació Centre Internacional d'Hidrologia Subterrània,C Provença,102.0,9,la Nova Esquerra de l'Eixample,2,Eixample,8029,University,428826.8068214487,4581848.63781931,41.3850174532252,2.148754190172375,University
757,Centre Villar,C Sant Salvador,29.0,31,la Vila de Gràcia,6,Gràcia,8012,FP,429220.89147989696,4584276.315219918,41.40691741937064,2.153183265276704,FP
758,Centre Educatiu Mediterrani,C Rocafort,104.0,9,la Nova Esquerra de l'Eixample,2,Eixample,8015,FP,429107.55120258895,4581325.2509862725,41.38032828005064,2.1521728300012533,FP
760,Virtèlia Escola de Música,C Vallmajor,11.0,26,Sant Gervasi - Galvany,5,Sarrià-Sant Gervasi,8021,Music School,427997.9125803728,4583245.140018742,41.3975214368197,2.138675502909632,Music School
761,Facultat de Química - UB,C Martí i Franquès,1.0,20,la Maternitat i Sant Ramon,4,Les Corts,8028,University,426195.175404032,4581846.913271867,41.38476479287836,2.117283075395298,University
762,Centre Educatiu Arts i Tècniques de la Moda,Carrer de la Diputació,337.0,7,la Dreta de l'Eixample,2,Eixample,8009,FP,430814.495,4582889.284,41.39456362581112,2.1724060683481343,FP
763,Centre Educatiu Sant Antoni Maria Claret,C Sant Antoni Maria Claret,357.0,61,la Sagrera,9,Sant Andreu,8027,FP,432096.6042343728,4585817.828780934,41.42104940347093,2.1874125121201167,FP
764,Centre Educatiu Lloret,C Sants,99.0,18,Sants,3,Sants-Montjuïc,8014,Kindergarten & Primary School,427723.0217802993,4580783.345982628,41.375324368565366,2.135681179303301,Kindergarten & Primary School
765,Centre Educatiu Sant Ramon Nonat-Sagrat Cor,C Collblanc,86.0,20,la Maternitat i Sant Ramon,4,Les Corts,8028,"Kindergarten, Primary & Secondary School",426104.40450148215,4580867.791808311,41.375937935729695,2.116316955865797,General School (with kindergarten)
766,Parc de Recerca Biomèdica de Barcelona,C Doctor Aiguader,88.0,3,la Barceloneta,1,Ciutat Vella,8003,University,432611.87102096656,4581874.496342583,41.38557632373501,2.194017030461737,University
767,Centre d'Educació Monlausports,C Potosí,38.0,59,el Bon Pastor,9,Sant Andreu,8030,FP,433619.8709591565,4588278.651106763,41.44334056808705,2.205369209637348,FP
768,Escola de Música Gymúsic,C Independència,373.0,64,el Camp de l'Arpa del Clot,10,Sant Martí,8026,Music School,431296.4772106347,4584801.17053019,41.41182469172306,2.177953947273433,Music School
769,Centre per a la Iniciativa Emprenedora Glòries,C Llacuna,162.0,71,Provençals del Poblenou,10,Sant Martí,8018,University,432500.9886318463,4584202.866606663,41.406538009549216,2.1924314247390777,University
770,Escola de Música de Gràcia,C Sant Lluís,9.0,31,la Vila de Gràcia,6,Gràcia,8012,Music School,429666.78720759554,4583993.537070551,41.40440967867672,2.158550366121792,Music School
771,Escola Universitària Formàtic Barcelona,Pg Gràcia,71.0,7,la Dreta de l'Eixample,2,Eixample,8008,University,430006.3711605551,4582782.190956597,41.39352914679206,2.1627526891917705,University
772,Escola de Música Sant Josep,C Grassot,92.0,32,el Camp d'en Grassot i Gràcia Nova,6,Gràcia,8025,Music School,430236.3606560931,4584081.457331103,41.405251173903096,2.1653537753375733,Music School
773,Centre Educatiu Guinardó,C Doctor Valls,22.0,35,el Guinardó,7,Horta-Guinardó,8041,"Kindergarten, Primary & Secondary School",431384.9191660338,4585711.831670507,41.42003426194498,2.1789087682115302,General School (with kindergarten)
774,Equip de Seguretat per a la Coordinació d'Emergències en Xarxes Telemàtiques,Jordi Girona,1.0,21,Pedralbes,4,Les Corts,8034,University,425980.2854158732,4582197.376805042,41.38790151896208,2.1146704334958524,University
775,Escola de Música Musicant,C Indústria,311.0,64,el Camp de l'Arpa del Clot,10,Sant Martí,8041,Music School,431777.9084246888,4585344.302332569,41.41675751175242,2.183652519591849,Music School
776,Consorci Institut d'Investigacions Biomèdiques August Pi i Sunyer,C Rosselló,149.0,8,l'Antiga Esquerra de l'Eixample,2,Eixample,8036,University,429021.5178422199,4582258.305862676,41.3887243891526,2.151034730432242,University
777,Institut de Biologia Evolutiva,Carrer del Doctor Aiguader,88.0,3,la Barceloneta,1,Ciutat Vella,8003,University,432609.939,4581873.289,41.3855652876679,2.193994059378719,University
778,Centre Educatiu IPSI,C Comte Borrell,243.0,9,la Nova Esquerra de l'Eixample,2,Eixample,8029,"Kindergarten, Primary & Secondary School",428926.0698134656,4582052.3698521,41.38686117014667,2.149917369654088,General School (with kindergarten)
779,Institut Vallcarca,Avinguda de Vallcarca,200.0,28,Vallcarca i els Penitents,6,Gràcia,8023,Secondary School,428252.243,4585416.302,41.41709892852106,2.141460201600079,High School
780,Escola de Música Allegretto - Gràcia,C Pi i Margall,23.0,32,el Camp d'en Grassot i Gràcia Nova,6,Gràcia,8024,Music School,430073.6671810838,4584348.593692492,41.40764303949543,2.1633766587038155,Music School
781,Escola de Música Taller de Músics,C Requesens,3.0,1,el Raval,1,Ciutat Vella,8001,Music School,430101.2865565405,4581249.524932321,41.37973318249821,2.1640647648156945,Music School
782,University for Technology and Design Harbour Space,Carrer de Rosa Sensat,9.0,67,la Vila Olímpica del Poblenou,10,Sant Martí,8005,University,432860.497,4582404.302,41.39036893615914,2.196931674574192,University
783,Escola de Música Allegretto - Poblenou,Av Diagonal,145.0,68,el Poblenou,10,Sant Martí,8018,Music School,432973.8300540151,4584125.136458708,41.40587748061788,2.1980966470781773,Music School
784,Facultat de Medicina i Ciències de la Salut - UIC,Immaculada,22.0,25,Sant Gervasi - la Bonanova,5,Sarrià-Sant Gervasi,8017,University,426716.4668234499,4584203.063400844,41.406033260654574,2.123231960089889,University
785,Centre de Formació i Interdisciplinària Superior,Carrer de Pau Gargallo,10.0,20,la Maternitat i Sant Ramon,4,Les Corts,8028,University,426065.14,4581716.133,41.38357497214681,2.115743968153055,University
786,Institut Escola Rec Comtal,C Mare de Déu de Lorda,25.0,57,la Trinitat Vella,9,Sant Andreu,8033,"Kindergarten, Primary & Secondary School",432504.9195979386,4589170.334202855,41.45127867525017,2.1919238393338296,General School (with kindergarten)
787,Institut Vapor del Fil,Carrer del Segre,34.0,60,Sant Andreu,9,Sant Andreu,8030,Secondary School,432522.40216259,4587212.277410219,41.43364461764519,2.1923518346118622,High School
788,Biomimetic Sciences Institute,Carrer de Sant Joan de Malta,145.0,71,Provençals del Poblenou,10,Sant Martí,8018,University,432790.135,4584164.256,41.406214481993096,2.1958947765216155,University
789,Escola d'Educació Musical i Visual Beeslab,Carrer de Guitard,41.0,18,Sants,3,Sants-Montjuïc,8014,Music School,427904.36534342,4581542.62210734,41.38217914879073,2.137759205767059,Music School
790,Institut Escola Sant Felip Neri,Plaça de Sant Felip Neri,5.0,2,el Barri Gòtic,1,Ciutat Vella,8002,"Kindergarten, Primary & Secondary School",431014.841,4581647.857,41.383399685180855,2.174943737830604,General School (with kindergarten)
791,Escola de Música Aula Compàs,Avinguda de Xile,28.0,20,la Maternitat i Sant Ramon,4,Les Corts,8028,Music School,425773.868,4581063.866,41.377673470759206,2.1123406665102977,Music School
792,Institut TIC de Barcelona,Carrer de Roc Boronat,117.0,66,el Parc i la Llacuna del Poblenou,10,Sant Martí,8018,FP,432667.114,4583772.964,41.40267993266015,2.1944666095628262,FP
794,Institut de Tècniques Audiovisuals i de l’Espectacle de BCN,Carrer de Sancho de Ávila,125.0,66,el Parc i la Llacuna del Poblenou,10,Sant Martí,8018,FP,432641.964,4583695.204,41.40197746379566,2.194174409997845,FP
795,UPC School of Professional & Executive Development,Carrer de Badajoz,73.0,68,el Poblenou,10,Sant Martí,8005,University,432821.787,4583226.398,41.39777010306742,2.1963775059617454,University
796,Centre Educatiu Vedruna Pro - Escola Superior d'Hosteleria,Carrer Gran de Gràcia,240.0,31,la Vila de Gràcia,6,Gràcia,8012,FP,429057.769,4584051.016,41.40487385740601,2.1512582458050145,FP
797,Institut Escola Vapor i Molí *Centre de nova creació curs 24-25,Carrer de Guardiola i Feliu,9.0,60,Sant Andreu,9,Sant Andreu,8030,"Kindergarten, Primary & Secondary School",432291.846,4587786.775,41.43879951258036,2.1895281742745585,General School (with kindergarten)
798,Centre Educatiu d'Hostelería Hofmann,Carrer dels Banys Vells,17.0,4,"Sant Pere, Santa Caterina i la Ribera",1,Ciutat Vella,8003,FP,431551.791,4581725.122,41.38414145193036,2.181356251429076,FP
799,Centre Educatiu DigitechFP,Carrer de la Diputació,27.0,9,la Nova Esquerra de l'Eixample,2,Eixample,8015,FP,429091.121,4581201.676,41.37921383504241,2.1519908150787197,FP
800,Centre Educatiu ESEP,Carrer de Caballero,44.0,19,les Corts,4,Les Corts,8014,Adult Training,427799.286,4581642.282,41.38306732397128,2.1364907523512,Adult Training
801,Institut Alemany de Barcelona - Institut Goethe,C Roger de Flor,224.0,7,la Dreta de l'Eixample,2,Eixample,8025,Languages School,430638.5628511435,4583585.2752529895,41.40081703364456,2.170222057906804,Languages School
802,Centre Japonès Amano Juk,C Entença,299.0,19,les Corts,4,Les Corts,8029,Languages School,427998.66578225774,4582267.425557415,41.38871561885929,2.1388007500019834,Languages School
803,Escola Accent Idiomes *Puigcerdà,C Puigcerdà,265.0,73,la Verneda i la Pau,10,Sant Martí,8020,Languages School,433296.2705938508,4585779.442393738,41.420804161838646,2.2017715839885703,Languages School
804,Escola Meytaqui,C Provença,104.0,9,la Nova Esquerra de l'Eixample,2,Eixample,8029,Informatics Training,428832.5517644017,4581854.309765168,41.38506904663762,2.1488222273367485,Informatics Training
805,Escola Professional de la Dona,C Sant Pere Més Baix,7.0,4,"Sant Pere, Santa Caterina i la Ribera",1,Ciutat Vella,8003,Adult Training,431090.83977256936,4582043.322388524,41.38696803670603,2.17580760715867,Adult Training
806,Centre de Formació de Persones Adultes El Clot,C Bilbao,214.0,65,el Clot,10,Sant Martí,8018,Adult Training,432527.99425160966,4584791.018877053,41.41183758833183,2.192688914634337,Adult Training
807,Escola d'Idiomes abcCollege,C Guillem Tell,27.0,27,el Putxet i el Farró,5,Sarrià-Sant Gervasi,8006,Languages School,428846.1882230354,4583787.640906917,41.40248304185173,2.1487581541235405,Languages School
808,Escola d'Idiomes Wellington House,Carrer de la Selva de Mar,239.0,72,Sant Martí de Provençals,10,Sant Martí,8020,Languages School,432943.99794659,4585404.917484,41.4174016068176,2.1975979354921487,Languages School
809,Escola d'Idiomes,Av Drassanes,3.0,1,el Raval,1,Ciutat Vella,8001,Languages School,431002.8898736916,4580842.889086775,41.37614855013357,2.1748924637104308,Languages School
810,Centre de Formació de Persones Adultes Freire,Via Favència,254.0,51,Verdun,8,Nou Barris,8042,Adult Training,431164.30275025376,4588441.083034298,41.44459674193996,2.1759581720892,Adult Training
811,Escola Institut superior de software,C Comte Borrell,235.0,9,la Nova Esquerra de l'Eixample,2,Eixample,8029,Informatics Training,428948.9805956775,4582029.089084091,41.38665351260139,2.1501940964561803,Informatics Training
812,Idiomarum. School of Languages,Sepúlveda,145.0,10,Sant Antoni,2,Eixample,8011,Languages School,429818.44125435146,4581500.108427993,41.381965485161125,2.1606534781589453,Languages School
813,Centre Estudis Adams *Bailén,C Bailèn,126.0,7,la Dreta de l'Eixample,2,Eixample,8009,Informatics Training,430549.93377275416,4583292.160093838,41.39816939344093,2.1691955099313383,Informatics Training
814,Escola Centro Culturale Ama l'Italiano,C Ausiàs Marc,77.0,5,el Fort Pienc,2,Eixample,8013,Languages School,431397.98562101024,4582857.081511169,41.39432357384832,2.1793887153067306,Languages School
815,Aula de Formació de Persones Adultes Ciutat Meridiana,C Perafita,1.0,55,Ciutat Meridiana,8,Nou Barris,8033,Adult Training,430834.3556023217,4590140.619419542,41.459875404545535,2.1718140471918344,Adult Training
816,Centre d'Estudis Master,C Provença,463.0,6,la Sagrada Família,2,Eixample,8025,FP,431107.6061857946,4584113.428197912,41.40561426059421,2.175772601772353,FP
817,Barcelona Esperanto Centro,C Bassegoda,40.0,17,Sants - Badal,3,Sants-Montjuïc,8028,Languages School,426788.4928801792,4580726.674334728,41.3747294743245,2.124513773731432,Languages School
818,Meca-Ràpid *Av Meridiana,Av Meridiana,326.0,61,la Sagrera,9,Sant Andreu,8027,Informatics Training,432077.120324793,4586307.359005979,41.4254567920414,2.187124388138771,Informatics Training
819,Instituto de Lenguas y Culturas del Mundo,Rda Universitat,14.0,7,la Dreta de l'Eixample,2,Eixample,8007,Languages School,430357.8439028165,4582018.761478007,41.3866836996125,2.167044271109128,Languages School
820,Hispan Tecnologic,Av Diagonal,404.0,7,la Dreta de l'Eixample,2,Eixample,8037,Informatics Training,430242.42175738426,4583308.69286928,41.39829167996943,2.165515330505427,Informatics Training
821,The Language Family,C Sant Antoni Maria Claret,401.0,61,la Sagrera,9,Sant Andreu,8027,Languages School,432218.1410238064,4585969.379328191,41.42242463200378,2.1888497944027674,Languages School
822,Nuclio Digital School,Carrer de Padilla,285.0,6,la Sagrada Família,2,Eixample,8025,Informatics Training,431053.193,4584284.116,41.40714692362567,2.175102223270663,Informatics Training
823,Centre de Formació d'Adults Campus de Formació,C Entença,219.0,19,les Corts,4,Les Corts,8029,Adult Training,428189.5469759527,4582037.712839486,41.38666374815549,2.141110840491261,Adult Training
