,Name,Road Name,Street Number,Neighborhood ID,Neighborhood Name,District ID,District Name,ZipCode,Service Type,geo_epgs_25831_x,geo_epgs_25831_y,Latitude,Longitude,Simple Service Type
603,Centre Educatiu Betània-Patmos,Av Mare de Déu de Lorda,2.0,23,Sarrià,5,Sarrià-Sant Gervasi,8034,"Kindergarten, Primary & Secondary School",425580.7920849051,4583165.066276498,41.39658018708053,2.109773851076433,General School (with kindergarten)
604,Escola Can Clos,C Pedrera del Mussol,10.0,13,la Marina de Port,3,Sants-Montjuïc,8038,Kindergarten & Primary School,428701.9516050549,4579160.051040856,41.360791224941885,2.147577249482873,Kindergarten & Primary School
605,Centre Educatiu Abat Oliba-Spínola,Av Mare Déu de Montserrat,86.0,33,el Baix Guinardó,7,Horta-Guinardó,8024,"Kindergarten, Primary & Secondary School",430455.4022913154,4585228.042196635,41.4155970334086,2.167842326406948,General School (with kindergarten)
606,Escola Poble-sec,Passeig de l'Exposició,1.0,11,el Poble-sec,3,Sants-Montjuïc,8004,Kindergarten & Primary School,430190.6658989703,4580230.573897831,41.37056356364924,2.1652509108680995,Kindergarten & Primary School
607,Escola de Música Casa Sors,C Madrazo,52.0,26,Sant Gervasi - Galvany,5,Sarrià-Sant Gervasi,8006,Music School,428776.859965032,4583464.202046935,41.39956381498723,2.1479668924856843,Music School
608,Centre Educatiu Comercial Català,Via Bàrcino,32.0,57,la Trinitat Vella,9,Sant Andreu,8033,FP,432657.7240890316,4589304.28492905,41.452497956189845,2.193738158418465,FP
609,Centre Educatiu FEDAC-Sant Andreu,C Ramon Batlle,39.0,60,Sant Andreu,9,Sant Andreu,8030,"Kindergarten, Primary & Secondary School",432458.9834647456,4587069.729653643,41.43235540730775,2.1916087698448923,General School (with kindergarten)
610,Centre Educatiu Lestonnac,C Pau Claris,131.0,7,la Dreta de l'Eixample,2,Eixample,8009,"Kindergarten, Primary, Secondary School & FP",430344.69288852025,4582705.349776127,41.39286643733439,2.1668080403042533,General School (with kindergarten)
611,Centre Educatiu Miguel Griñó,Tamarit,151.0,10,Sant Antoni,2,Eixample,8015,FP,429773.313780118,4581083.200487797,41.37820659398508,2.16016213696156,FP
612,Institut Universitari de Salut Mental Vidal i Barraquer -URL,C Sant Gervasi de Cassoles,88.0,25,Sant Gervasi - la Bonanova,5,Sarrià-Sant Gervasi,8022,University,427739.20288595546,4584215.179502761,41.40623496924468,2.135465235192039,University
613,Centre Educatiu Fundació de Restauració i Hostalatge,Pg Taulat,243.0,69,Diagonal Mar i el Front Marítim del Poblenou,10,Sant Martí,8019,FP,434090.82123892265,4583941.509468994,41.404315955153926,2.2114791383359984,FP
614,Escola d'Enginyeria *Campus de la Comunicació-Poblenou - UPF,C Roc Boronat,138.0,66,el Parc i la Llacuna del Poblenou,10,Sant Martí,8018,University,432592.75480366463,4583887.005705311,41.40370084245801,2.1935644022467757,University
615,Centre de Recerca en Estudi de les Dones (UB),C Adolf Florensa,8.0,20,la Maternitat i Sant Ramon,4,Les Corts,8028,University,426046.3459114905,4581570.819933735,41.382264473514816,2.115536952946174,University
616,Institut Sants,Carrer de Dolors Batlle i Sunyer,9.0,18,Sants,3,Sants-Montjuïc,8014,Secondary School,428064.33231904026,4581448.706560959,41.38134760557549,2.139683301418125,High School
617,Escola Cavall Bernat,Rbla Badal,113.0,16,la Bordeta,3,Sants-Montjuïc,8014,Kindergarten & Primary School,427405.751967004,4580313.008506319,41.37105966126944,2.131943869848651,Kindergarten & Primary School
618,Centre d'Estudis Catalunya,C Jovellanos,6.0,1,el Raval,1,Ciutat Vella,8001,FP,430438.70814684127,4581873.275914366,41.38538035411637,2.168028055159484,FP
619,Escola Concepción Arenal,Carrer de Cristóbal de Moura,240.0,70,el Besòs i el Maresme,10,Sant Martí,8019,Kindergarten & Primary School,434426.28969550505,4585400.923304313,41.41748796078941,2.2153340767827068,Kindergarten & Primary School
621,Facultat de Ciències de la Salut i de la Vida - UPF,Doctor Aiguader,80.0,3,la Barceloneta,1,Ciutat Vella,8003,University,432610.52407349873,4581677.598263847,41.38380280064488,2.194022822191066,University
622,Centre Educatiu Prat *Roger de Llúria,C Roger de Llúria,97.0,7,la Dreta de l'Eixample,2,Eixample,8009,FP,430223.2170149548,4582966.459203759,41.39520763188711,2.1653250520227867,FP
623,Centre Educatiu Mare de Déu del Roser,C Consell de Cent,214.0,8,l'Antiga Esquerra de l'Eixample,2,Eixample,8011,"Kindergarten, Primary & Secondary School",429642.3208985218,4581825.765213217,41.38488318415155,2.1585095446926874,General School (with kindergarten)
624,Centre Educatiu Zurich,Av Pearson,73.0,21,Pedralbes,4,Les Corts,8034,"Kindergarten, Primary & Secondary School",425131.17152742273,4582834.533401624,41.39356150207276,2.104436841139324,General School (with kindergarten)
625,Centre Educatiu FEP Sant Ramon Nonat,C Collblanc,72.0,20,la Maternitat i Sant Ramon,4,Les Corts,8028,"Kindergarten, Primary & Secondary School",426104.40450148215,4580867.791808311,41.375937935729695,2.116316955865797,General School (with kindergarten)
626,Centre Educatiu Pérez Iborra,Carrer del Consell de Cent,321.0,7,la Dreta de l'Eixample,2,Eixample,8007,"Kindergarten, Primary & Secondary School",430056.415,4582335.184,41.38950745987772,2.1634028611920457,General School (with kindergarten)
627,Centre Educatiu Augusta,C Rector Ubach,60.0,26,Sant Gervasi - Galvany,5,Sarrià-Sant Gervasi,8021,"Kindergarten, Primary & Secondary School",428242.3842217058,4583166.143841284,41.396831802754384,2.141609039599671,General School (with kindergarten)
628,Centre Educatiu Ceir Arco *Aragó,C Aragó,135.0,9,la Nova Esquerra de l'Eixample,2,Eixample,8015,FP,429268.67453768617,4581793.065454361,41.38455590381453,2.15404495075919,FP
629,Facultat d'Economia i Empresa - UPF,Carrer de Ramon Trias Fargas,25.0,67,la Vila Olímpica del Poblenou,10,Sant Martí,8005,University,432352.381,4582367.684,41.38999655307027,2.190858671693975,University
630,Facultat de Dret - UB,Av Diagonal,684.0,21,Pedralbes,4,Les Corts,8034,University,426516.8722175164,4582118.434692386,41.38723971871468,2.1210972500110508,University
631,Escola de Disseny i Patronatge Guerrero,Carrer de Sicília,195.0,6,la Sagrada Família,2,Eixample,8013,FP,431004.2463443001,4583562.34490991,41.400641970986406,2.174598943365025,FP
632,Facultat de Comunicació i Relacions Internacionals Blanquerna - URL,Pl Joan Coromines,1.0,1,el Raval,1,Ciutat Vella,8001,University,430291.9776145355,4581673.880830032,41.38357176529572,2.1662962367757026,University
633,Institut Pablo Ruiz Picasso,C Sant Feliu de Codines,1.0,54,Torre Baró,8,Nou Barris,8033,Secondary School,431603.9081392917,4590145.579527602,41.4599860460389,2.181027159499905,High School
634,Escola L'Estel,C Felip II,54.0,61,la Sagrera,9,Sant Andreu,8027,Kindergarten & Primary School,432210.7861673314,4585611.216817726,41.41919815851105,2.1888019330265163,Kindergarten & Primary School
635,Escola Àgora,Carrer del Marne,2.0,48,la Guineueta,8,Nou Barris,8042,Kindergarten & Primary School,430549.8768722899,4587659.739519202,41.43750657714406,2.168693351156339,Kindergarten & Primary School
636,Escola Francesc Macià,G.V. Corts Catalanes,361.0,15,Hostafrancs,3,Sants-Montjuïc,8014,Kindergarten & Primary School,428739.6029184189,4580671.935286066,41.37441159174069,2.147849686428624,Kindergarten & Primary School
637,Escola Gayarre,Carrer de Gaiarre,56.0,16,la Bordeta,3,Sants-Montjuïc,8014,Kindergarten & Primary School,428128.917,4580516.566,41.37295793070322,2.140566150581172,Kindergarten & Primary School
638,Escola Heura,C Can Pujolet,5.0,36,la Font d'en Fargues,7,Horta-Guinardó,8032,Kindergarten & Primary School,430127.2932123385,4586506.2836703975,41.427081202858616,2.163768950228317,Kindergarten & Primary School
639,Centre Educatiu Immaculada Concepció *Granollers,C Granollers,28.0,43,Horta,7,Horta-Guinardó,8032,"Kindergarten, Primary & Secondary School",429957.2378430654,4586602.688695804,41.42793467462142,2.161722780855084,General School (with kindergarten)
640,Institut Escola Projecte,Av Tibidabo,16.0,25,Sant Gervasi - la Bonanova,5,Sarrià-Sant Gervasi,8022,"Kindergarten, Primary & Secondary School",427806.2911049563,4584818.041638788,41.41167071799197,2.1361958755724104,General School (with kindergarten)
641,Escola El Carmel,Carrer del Llobregós,154.0,37,el Carmel,7,Horta-Guinardó,8032,Kindergarten & Primary School,429326.3270717744,4586105.068414023,41.42339755249099,2.154230943364157,Kindergarten & Primary School
642,Escola el Sagrer,C Costa Rica,26.0,61,la Sagrera,9,Sant Andreu,8027,Kindergarten & Primary School,432278.7784442407,4585923.823784343,41.42201944158713,2.1895804784443302,Kindergarten & Primary School
643,Escola Elisenda de Montcada,C Vallcivera,1.0,55,Ciutat Meridiana,8,Nou Barris,8033,Kindergarten & Primary School,431480.6812952694,4590336.858640839,41.461698304967285,2.179530074860736,Kindergarten & Primary School
644,Escola Mestre Enric Gibert i Camins,C Irlanda,15.0,60,Sant Andreu,9,Sant Andreu,8030,Kindergarten & Primary School,431968.199247992,4586971.598511454,41.43143015149511,2.185746238260647,Kindergarten & Primary School
645,Escola Enric Granados,Pg Zona Franca,98.0,13,la Marina de Port,3,Sants-Montjuïc,8038,Kindergarten & Primary School,428209.53548794513,4578728.467152036,41.3568603392368,2.141741740411545,Kindergarten & Primary School
646,Institut  Escola del Treball,C Comte d'Urgell,187.0,9,la Nova Esquerra de l'Eixample,2,Eixample,8036,FP,428787.77213170566,4582175.602620509,41.38795885151004,2.14824894371729,FP
647,Centre Informàtica i Recerca,Trav Corts,131.0,20,la Maternitat i Sant Ramon,4,Les Corts,8028,University,426941.205236478,4581457.295236274,41.38132376004671,2.1262516820863997,University
648,"Escola Tècnica Superior d'Enginyers de Camins, Canals i Ports - UPC",C Jordi Girona,1.0,21,Pedralbes,4,Les Corts,8034,University,426043.07775572536,4582423.99160766,41.38994831282826,2.115393722114865,University
649,Escola d'Aprenents SEAT,Pg Zona Franca,53.0,12,la Marina del Prat Vermell,3,Sants-Montjuïc,8038,FP,428306.18460516894,4578458.051814081,41.35443340782173,2.142929012130741,FP
651,Escola Business Engineering School - la Salle,C Lluçanès,41.0,25,Sant Gervasi - la Bonanova,5,Sarrià-Sant Gervasi,8022,University,427380.414306379,4584515.7714948105,41.40890993792351,2.1311370586996183,University
652,Escola per a Infants i Adolescents de l'Hospital de Dia Clínic,C Villarroel,170.0,8,l'Antiga Esquerra de l'Eixample,2,Eixample,8036,"Kindergarten, Primary & Secondary School",429084.6822184803,4582304.749422763,41.38914826078086,2.151784715500113,General School (with kindergarten)
653,Escola Entença,Carrer de Provença,11.0,9,la Nova Esquerra de l'Eixample,2,Eixample,8029,Kindergarten & Primary School,428497.50841193,4581555.52097835,41.38234825683264,2.144850724412862,Kindergarten & Primary School
655,Institut Maria Espinalt,Camí Antic de València,82.0,68,el Poblenou,10,Sant Martí,8005,Secondary School,433363.0382673406,4584153.942254697,41.40616928378711,2.202749541771861,High School
656,Escola  Els 30 Passos,C Berenguer de Palou,64.0,61,la Sagrera,9,Sant Andreu,8030,Kindergarten & Primary School,432478.7284650406,4586112.587984551,41.4237364088405,2.1919519735502955,Kindergarten & Primary School
657,IEM - Institut d'Estudis Mèdics,Carrer de Salvador Espriu,73.0,67,la Vila Olímpica del Poblenou,10,Sant Martí,8005,FP,433111.85326802,4582512.24841098,41.3913621243985,2.199925991960716,FP
658,Constelaciones,,,0,,0,,0,University,-80.8040026142844,-121.32318377961764,-0.0010942582961042,-1.4894678076317491,University
659,Centre Educatiu Ramon Llull,C Biscaia,439.0,62,el Congrés i els Indians,9,Sant Andreu,8027,"Kindergarten, Primary & Secondary School",431630.6867655524,4585781.473041461,41.42068244817662,2.1818416169469894,General School (with kindergarten)
660,Universitat Politècnica de Catalunya,C Jordi Girona,31.0,21,Pedralbes,4,Les Corts,8034,University,426137.5928618464,4582311.29472791,41.3889419870853,2.116537839859507,University
661,Observatori del Tibet i l'Àsia Central,Lluís Solé i Sabarís,1.0,20,la Maternitat i Sant Ramon,4,Les Corts,8028,University,426353.6108465615,4581926.040534257,41.38549197752809,2.119168154034765,University
662,Escola Marinada,Rbla Caçador,17.0,48,la Guineueta,8,Nou Barris,8042,Kindergarten & Primary School,430634.11998019216,4588021.98500792,41.4407764597551,2.169660039047101,Kindergarten & Primary School
663,Centre Educatiu Santa Teresa de Jesús *Llobregós,C Llobregós,130.0,37,el Carmel,7,Horta-Guinardó,8032,"Kindergarten, Primary & Secondary School",429455.9967934599,4586197.749537834,41.42424369018471,2.1557717583087483,General School (with kindergarten)
664,Institut Escola Londres,Carrer del Comte d'Urgell,262.0,8,l'Antiga Esquerra de l'Eixample,2,Eixample,8036,"Kindergarten, Primary & Secondary School",428691.4169951375,4582520.778232262,41.39105918370662,2.1470559524530706,General School (with kindergarten)
665,Centre Educatiu Lleó XIII,C Lleó XIII,16.0,25,Sant Gervasi - la Bonanova,5,Sarrià-Sant Gervasi,8022,"Kindergarten, Primary, Secondary School & FP",427882.6093437853,4584911.161747183,41.4125162622214,2.1370978313480578,General School (with kindergarten)
666,Centre Educatiu Euroaula,Aragó,208.0,8,l'Antiga Esquerra de l'Eixample,2,Eixample,8011,University,429701.51725790463,4582137.614182413,41.38769707709447,2.1591812849139447,University
667,Centre Educatiu Roca,Av Meridiana,263.0,61,la Sagrera,9,Sant Andreu,8027,Secondary School & FP,432015.18800678325,4585907.443891129,41.42184965206082,2.186428239062364,High School
668,Centre Educatiu Urgell,C Comte d'Urgell,133.0,9,la Nova Esquerra de l'Eixample,2,Eixample,8036,"Kindergarten, Primary & Secondary School",429195.2632159477,4581961.235797887,41.38606409723271,2.153147381263221,General School (with kindergarten)
669,Escola,Sor Eulàlia d'Anzizu,41.0,21,Pedralbes,4,Les Corts,8034,University,425825.98485391407,4582477.495038081,41.39041020339857,2.11279079824562,University
670,Universitat Internacional de Catalunya,Immaculada,22.0,25,Sant Gervasi - la Bonanova,5,Sarrià-Sant Gervasi,8017,University,426716.4668234499,4584203.063400844,41.406033260654574,2.123231960089889,University
671,Rectorat i Serveis Centrals,Claravall,1.0,25,Sant Gervasi - la Bonanova,5,Sarrià-Sant Gervasi,8022,University,427373.01230718265,4584845.266280598,41.41187688269559,2.131008959069784,University
672,Institut de Logística de Barcelona,Moll de Barcelona,1.0,1,el Raval,1,Ciutat Vella,8039,FP,431489.431,4580352.312,41.37177162422885,2.18076567497882,FP
673,Centre Educatiu Centre de Formació CET10,Carrer de l'Agricultura,222.0,72,Sant Martí de Provençals,10,Sant Martí,8020,FP,433311.88,4585436.022,41.417712371205,2.201996226446881,FP
674,Centre Educatiu Stucom Còrsega – Sant Francesc,Carrer de Còrsega,409.0,31,la Vila de Gràcia,6,Gràcia,8037,Secondary School & FP,430126.92111764,4583531.165221711,41.40028538275055,2.164108103718178,High School
675,Institut de Neurociències,Passeig de la Vall d'Hebron,171.0,40,Montbau,7,Horta-Guinardó,8035,University,428747.755,4587478.654,41.43571773604589,2.1471458631506635,University
676,Centre de Postgrau de les EUTSES,C Santaló,37.0,26,Sant Gervasi - Galvany,5,Sarrià-Sant Gervasi,8021,University,428588.7208862492,4583024.984291601,41.39559126396927,2.1457682502398017,University
677,"Grup de Recerca Treballs, Institucions i Gènere",C Montalegre,6.0,1,el Raval,1,Ciutat Vella,8001,University,430379.0357577841,4581724.135357528,41.38403193047776,2.167331566974877,University
678,Escola Fructuós Gelabert,C Sardenya,368.0,6,la Sagrada Família,2,Eixample,8025,Kindergarten & Primary School,430652.1495984671,4584170.903544341,41.40609276031637,2.170317488069076,Kindergarten & Primary School
679,Centre Educatiu Maristes Anna Ravell,C Blasco de Garay,52.0,11,el Poble-sec,3,Sants-Montjuïc,8004,"Kindergarten, Primary & Secondary School",429897.7137126353,4580401.282170523,41.37207561836441,2.1617285392182004,General School (with kindergarten)
680,Escuela Superior Europea de Comercio,Av Francesc Cambó,10.0,4,"Sant Pere, Santa Caterina i la Ribera",1,Ciutat Vella,8003,University,431205.4266939906,4581870.790095504,41.38542389747293,2.177197587197863,University
681,Laboratori d’Electroquímica de Materials i del Medi Ambient,C Martí i Franquès,1.0,20,la Maternitat i Sant Ramon,4,Les Corts,8028,University,426195.175404032,4581846.913271867,41.38476479287836,2.117283075395298,University
682,Unitat de Recerca Institut Barraquer,C Laforja,88.0,26,Sant Gervasi - Galvany,5,Sarrià-Sant Gervasi,8021,University,428633.13441252185,4583223.663362895,41.39738463256767,2.1462760581798173,University
683,Institut Universitari Barraquer,C Laforja,88.0,26,Sant Gervasi - Galvany,5,Sarrià-Sant Gervasi,8021,University,428633.13441252185,4583223.663362895,41.39738463256767,2.1462760581798173,University
684,Escola Tècnica Superior d'Arquitectura La Salle - URL,C Quatre Camins,30.0,25,Sant Gervasi - la Bonanova,5,Sarrià-Sant Gervasi,8022,University,427290.6671651552,4584575.7108910885,41.40944167227188,2.1300561885083784,University
685,Centre d'Estudis Australians i Transnacionals,Gran Via de les Corts Catalanes,585.0,8,l'Antiga Esquerra de l'Eixample,2,Eixample,8007,University,430104.66334022005,4582009.48543866,41.38657819473568,2.1640174812800828,University
686,Centre Educatiu Decroly,C Vendrell,1.0,25,Sant Gervasi - la Bonanova,5,Sarrià-Sant Gervasi,8022,Kindergarten & Primary School,427597.4981567471,4584706.712679603,41.41064924510799,2.133711244580684,Kindergarten & Primary School
687,Institut Hospital del Mar d'Investigacions Mèdiques,C Doctor Aiguader,88.0,3,la Barceloneta,1,Ciutat Vella,8003,University,432611.9060206193,4581874.531342249,41.38557664189982,2.1940174451357706,University
688,Centre Educatiu Centre Català Comercial,C Escòcia,130.0,44,Vilapicina i la Torre Llobeta,8,Nou Barris,8016,FP,431220.72056094144,4586688.026123434,41.42881245670496,2.1768330194861587,FP
689,Universitat Ramon Llull,Claravall,1.0,25,Sant Gervasi - la Bonanova,5,Sarrià-Sant Gervasi,8022,University,427373.01230718265,4584845.266280598,41.41187688269559,2.131008959069784,University
690,Escola per a Adolescents,C Almansa,43.0,51,Verdun,8,Nou Barris,8042,Secondary School,431084.3495623021,4588263.315749355,41.44298880234272,2.175021416842057,High School
691,Universitat de Barcelona,G.V. Corts Catalanes,585.0,8,l'Antiga Esquerra de l'Eixample,2,Eixample,8007,University,430105.756355228,4582009.3515178105,41.38657708352391,2.164030568391206,University
692,Secció d'Institut Bosc de Montjuïc,Av Miramar,9.0,11,el Poble-sec,3,Sants-Montjuïc,8038,Secondary School,429844.29930650094,4580044.639641548,41.368858795342405,2.1611311506337145,High School
693,Escola Brasil,G.V. Corts Catalanes,1108.0,71,Provençals del Poblenou,10,Sant Martí,8020,Kindergarten & Primary School,433547.9532509871,4585268.377425038,41.41622200170397,2.204839282961313,Kindergarten & Primary School
694,Escola La Caixa,C Andrade,182.0,72,Sant Martí de Provençals,10,Sant Martí,8020,Kindergarten & Primary School,433399.8426655541,4585388.453225365,41.41729122838103,2.2030539455792635,Kindergarten & Primary School
695,Centre Educatiu Escolàpies Sant Martí - Barcelona,C Joan de Peguera,42.0,64,el Camp de l'Arpa del Clot,10,Sant Martí,8026,"Kindergarten, Primary & Secondary School",431606.7001853219,4584861.662003275,41.4123959772303,2.181658601038992,General School (with kindergarten)
696,Escola Calderón de la Barca,Carrer del Nil,27.0,46,el Turó de la Peira,8,Nou Barris,8031,Kindergarten & Primary School,430783.4166932158,4587235.595699053,41.43370664300266,2.171537082957821,Kindergarten & Primary School
697,Centre Educatiu Loreto - Abat Oliba,Av Pearson,22.0,21,Pedralbes,4,Les Corts,8034,"Kindergarten, Primary & Secondary School",425370.9541959063,4582840.419397212,41.39363680080199,2.107304004598997,General School (with kindergarten)
698,Centre d'Investigació i Desenvolupament,Carrer de Jordi Girona,18.0,21,Pedralbes,4,Les Corts,8034,University,426001.296,4582172.966,41.38768359483976,2.1149246884095305,University
699,Centre Educatiu Voramar,C Ramon Turró,130.0,68,el Poblenou,10,Sant Martí,8005,"Kindergarten, Primary & Secondary School",432974.2342699753,4583021.05122765,41.39593332114146,2.1982237224730143,General School (with kindergarten)
700,Centre Educatiu Magòria,C Santa Dorotea,5.0,14,la Font de la Guatlla,3,Sants-Montjuïc,8004,Kindergarten & Primary School,428558.5677458965,4580356.547326878,41.37155495210272,2.1457222177556883,Kindergarten & Primary School
701,Centre Educatiu Grèvol,C Provençals,9.0,69,Diagonal Mar i el Front Marítim del Poblenou,10,Sant Martí,8019,"Kindergarten, Primary & Secondary School",434095.66617418977,4584031.717590191,41.40512883427549,2.2115272743841814,General School (with kindergarten)
702,Escola Fluvià,C Fluvià,60.0,69,Diagonal Mar i el Front Marítim del Poblenou,10,Sant Martí,8019,Kindergarten & Primary School,433729.4796887195,4584249.648393384,41.40706157632974,2.207122795296649,Kindergarten & Primary School
703,Institut de Nanociència i Nanotecnologia,Avinguda Diagonal,645.0,20,la Maternitat i Sant Ramon,4,Les Corts,8028,University,426174.183,4581911.9,41.385348173780805,2.117024113014179,University
704,Escola de Música Sona Espai Musical,Carrer Comercial,17.0,4,"Sant Pere, Santa Caterina i la Ribera",1,Ciutat Vella,8003,Music School,431822.23116437,4581908.379449731,41.385814964802535,2.1845697917712625,Music School
705,Institut dels Aliments de Barcelona,Carrer Longitudinal 4,22.0,12,la Marina del Prat Vermell,3,Sants-Montjuïc,8040,FP,425876.77661951,4575900.73452678,41.33118067913596,2.114201881404796,FP
706,Centre Educatiu Formación Empresarial Dual Alemana - Barcelona,C Provença,535.0,6,la Sagrada Família,2,Eixample,8025,FP,431419.0290995392,4584412.536344441,41.40833485857838,2.179464197836513,FP
708,InnoBA - Centre per a la Innovació Socioeconòmica,C Perú,52.0,71,Provençals del Poblenou,10,Sant Martí,8018,University,432673.624942922,4584262.3040614575,41.40708782279075,2.1944900638727214,University
709,Centre Educatiu Sant Joan de Déu,C Miret i Sans,10.0,21,Pedralbes,4,Les Corts,8034,FP,425723.9448284116,4582555.593253711,41.3911041816596,2.111560842144092,FP
710,Escola de Doctorat - UB,Gran Via de les Corts Catalanes,582.0,10,Sant Antoni,2,Eixample,8011,University,429987.377,4581819.401,41.3848559676168,2.162636789031969,University
711,Escola La Muntanyeta,C Montfar,24.0,14,la Font de la Guatlla,3,Sants-Montjuïc,8004,Kindergarten & Primary School,428765.1597616696,4580238.5475225495,41.37051047936723,2.148206192156628,Kindergarten & Primary School
712,Escola La Palmera,Carrer del Concili de Trento,253.0,73,la Verneda i la Pau,10,Sant Martí,8020,Kindergarten & Primary School,433510.4785267238,4585714.884065161,41.42024045881369,2.204341821626755,Kindergarten & Primary School
713,Institut La Sedeta,C Indústria,67.0,32,el Camp d'en Grassot i Gràcia Nova,6,Gràcia,8025,Secondary School,430474.4383484181,4584056.582622712,41.40504776146469,2.168204685309836,High School
714,Escola Lluís Vives,C Canalejas,107.0,17,Sants - Badal,3,Sants-Montjuïc,8028,Kindergarten & Primary School,427083.9490766964,4580405.42153481,41.37186290045591,2.1280851779733574,Kindergarten & Primary School
715,Escola Les Acàcies,C Pujades,252.0,68,el Poblenou,10,Sant Martí,8005,Kindergarten & Primary School,433486.85210852046,4583931.480448573,41.40417588374946,2.204255171160297,Kindergarten & Primary School
716,Institut Quatre Cantons,Camí Antic de València,35.0,68,el Poblenou,10,Sant Martí,8005,Secondary School,433189.6109857944,4583984.1458763685,41.40462557967737,2.200693579080881,High School
717,Centre de Formació Professional Cruïlla,Avinguda d'Escolapi Càncer,4.0,54,Torre Baró,8,Nou Barris,8033,FP,431564.31574355,4590101.292519781,41.459583794975394,2.1805581491479247,FP
718,Escola Professional Salesiana - Salesians de Sarrià,Pg Sant Joan Bosco,42.0,24,les Tres Torres,5,Sarrià-Sant Gervasi,8017,FP,427088.1884802279,4582967.469532443,41.394938605535096,2.1278275709059584,FP
719,Centre Superior de Música Jam Session,Carrer dels Montfar,16.0,14,la Font de la Guatlla,3,Sants-Montjuïc,8004,Music School,428821.1172112649,4580267.699249717,41.37077798959263,2.148871812723897,Music School
720,Escola Municipal de Música Can Fargues,Av Frederic Rahola,2.0,36,la Font d'en Fargues,7,Horta-Guinardó,8032,Music School,430219.190312883,4586541.898342308,41.42740995854969,2.1648645446248787,Music School
721,Centre Educatiu Santíssima Trinitat,Av Esplugues,62.0,21,Pedralbes,4,Les Corts,8034,Secondary School & FP,425510.04493973264,4582408.97363717,41.38976386527317,2.109020646204132,High School
722,Escola Universitària de Turisme CETA,C Aragó,55.0,9,la Nova Esquerra de l'Eixample,2,Eixample,8015,University,428839.8328044723,4581330.227881447,41.38034947242665,2.1489708474391604,University
723,Escola Superior d'Infermeria del Mar,Pg Salvat Papasseit,5.0,3,la Barceloneta,1,Ciutat Vella,8003,University,432422.99794243154,4581449.346454074,41.381731265825465,2.1918056817245497,University
724,Facultat d'Educació - UIC,C Terré,11.0,23,Sarrià,5,Sarrià-Sant Gervasi,8017,University,426541.5425032131,4584292.195493731,41.40682006692788,2.1211285739692523,University
725,Grup de Recerca sobre Exclusió i Control Socials. UB,C Montalegre,6.0,1,el Raval,1,Ciutat Vella,8001,University,430342.9941070524,4581729.506297689,41.38407718499735,2.166899934194828,University
726,Centre Educatiu Sant Gregori,C Carles Riba,11.0,25,Sant Gervasi - la Bonanova,5,Sarrià-Sant Gervasi,8035,"Kindergarten, Primary & Secondary School",426887.4650080322,4584913.61450963,41.41244844137116,2.1251917132815983,General School (with kindergarten)
727,Institut Joncar,C Joncar,35.0,68,el Poblenou,10,Sant Martí,8005,Secondary School,433508.0759631492,4583623.627455254,41.40140488846787,2.204542879960712,High School
728,Centre Superior de Música Liceu,Carrer Nou de la Rambla,82.0,1,el Raval,1,Ciutat Vella,8001,Music School,430679.8850155047,4580838.7340612495,41.376083367668606,2.1710306460576123,Music School
729,Centre Educatiu Sant Pau,Av Pearson,39.0,21,Pedralbes,4,Les Corts,8034,"Kindergarten, Primary & Secondary School",425185.3640392042,4582661.709099668,41.39200999937116,2.1051063522170472,General School (with kindergarten)
730,Escola de Música Farré,C Santa Caterina,33.0,18,Sants,3,Sants-Montjuïc,8014,Music School,427769.2182370008,4581221.476715836,41.37927459385171,2.136181343415099,Music School
731,Centre Educatiu Estudis Financers,C Gran de Gràcia,171.0,31,la Vila de Gràcia,6,Gràcia,8012,FP,429127.0434752179,4583878.872076138,41.40332953330452,2.1521071038520323,FP
732,Escola de Noves Tecnologies Interactives,Carrer de Baldiri Reixac,7.0,20,la Maternitat i Sant Ramon,4,Les Corts,8028,University,426115.0852364,4581545.51007846,41.38204283414085,2.116362046391724,University
733,Centre Educatiu Castro de la Peña,Rbla Volart,75.0,35,el Guinardó,7,Horta-Guinardó,8041,"Kindergarten, Primary & Secondary School",431124.87375859264,4585381.461838004,41.417036487958,2.175834829481162,General School (with kindergarten)
734,Escola Municipal de Música  Can Ponsic,Av J V Foix,55.0,23,Sarrià,5,Sarrià-Sant Gervasi,8013,Music School,426334.8717503502,4583197.573124528,41.39694239351858,2.11878940731059,Music School
735,Centre Educatiu Santa Maria dels Apòstols,Rbla Prim,146.0,70,el Besòs i el Maresme,10,Sant Martí,8019,"Primary, Secondary School & FP",434035.3004732654,4585498.133280695,41.41833150293345,2.210645258219172,General School
736,Centro Universitario Internacional de Barcelona,,,0,,0,,0,University,-80.8040026142844,-121.32318377961764,-0.0010942582961042,-1.4894678076317491,University
737,Centre d'Estudis Politècnics,Pl Urquinaona,10.0,4,"Sant Pere, Santa Caterina i la Ribera",1,Ciutat Vella,8010,FP,430882.0017620802,4582240.58942099,41.38872684298498,2.173287528479757,FP
738,Institut Escola Sicília,C Sicília,249.0,6,la Sagrada Família,2,Eixample,8025,"Kindergarten, Primary & Secondary School",430749.96572009474,4583821.7419695165,41.40295641282609,2.1715275972661776,General School (with kindergarten)
