Curs,Codi centre,Denominació completa,Codi municipi_5,Codi municipi_6,Nom municipi,Dones,Homes,Total
2021/2022,43004608,INSTITUT NARCÍS OLLER,43161,431613,VALLS,66,25,91
2021/2022,43004611,INSTITUT JAUME HUGUET,43161,431613,VALLS,66,51,117
2021/2022,43004633,ESCOLA EUGENI D'ORS,43161,431613,VALLS,30,6,36
2021/2022,43004657,ESCOLA MESTRAL,43162,431628,VANDELLÒS I L'HOSPITALET DE L'INFANT,37,6,43
2021/2022,43004700,ESCOLA VALDELORS,43162,431628,VANDELLÒS I L'HOSPITALET DE L'INFANT,8,3,11
2021/2022,43004748,ESCOLA ÀNGEL GUIMERÀ,43163,431634,EL VENDRELL,34,5,39
2021/2022,43004797,INSTITUT BAIX PENEDÈS,43163,431634,EL VENDRELL,47,21,68
2021/2022,43004803,INSTITUT ANDREU NIN,43163,431634,EL VENDRELL,71,68,139
2021/2022,43004815,ESCOLA PAU CASALS,43163,431634,EL VENDRELL,23,10,33
2021/2022,43004864,ESCOLA PERE VIRGILI,43166,431665,VILALLONGA DEL CAMP,23,4,27
2021/2022,43004888,ESCOLA FONT DE L'ARC - ZER BAIX CAMP SUD,43167,431671,VILANOVA D'ESCORNALBOU,6,1,7
2021/2022,43004921,ESCOLA BERNARDÍ TOLRÀ,43170,431704,VILA-RODONA,12,3,15
2021/2022,43004931,ESCOLA SANTA MARIA DEL MAR,43905,439057,SALOU,32,3,35
2021/2022,43004979,ESCOLA TORROJA I MIRET,43171,431711,VILA-SECA,26,6,32
2021/2022,43005005,ESCOLA SANT BERNAT CALVÓ,43171,431711,VILA-SECA,28,3,31
2021/2022,43005017,ESCOLA DEL MONTGOI - ZER POBLET,43172,431726,VILAVERD,2,1,3
2021/2022,43005081,ESCOLA MARE DE DÉU DELS TORRENTS - ZER POBLET,43176,431763,VIMBODÍ I POBLET,6,0,6
2021/2022,43005108,ESCOLA LES ERES - ZER RIBERA D'EBRE NORD,43177,431779,VINEBRE,6,0,6
2021/2022,43005121,ESCOLA SANTA CATERINA,43178,431785,VINYOLS I ELS ARCS,11,4,15
2021/2022,43005133,ESCOLA MARE DE DÉU DEL PRIORAT,43020,430206,BANYERES DEL PENEDÈS,14,3,17
2021/2022,43005145,ESCOLA ELS AMETLLERS,43111,431114,LA POBLA DE MONTORNÈS,11,5,16
2021/2022,43005157,ESCOLA MONTOLIU,43126,431264,LA RIERA DE GAIÀ,13,3,16
2021/2022,43005169,ESCOLA PAU DELCLÒS,43148,431482,TARRAGONA,29,5,34
2021/2022,43005170,ESCOLA LA FLORESTA,43148,431482,TARRAGONA,15,2,17
2021/2022,43005194,ESCOLA MEDITERRANI,43906,439060,L'AMPOLLA,14,4,18
2021/2022,43005297,ESCOLA JOAN PERUCHO,43002,430022,ALBINYANA,10,5,15
2021/2022,43005303,ESCOLA SANT JORDI - ZER RIU I SERRA,43006,430069,ALDOVER,6,0,6
2021/2022,43005315,ESCOLA D'ALFARA DE CARLES - ZER MONT CARO,43008,430081,ALFARA DE CARLES,4,0,4
2021/2022,43005327,ESCOLA RAMON SUGRAÑES,43011,430115,ALMOSTER,12,4,16
2021/2022,43005339,ESCOLA MONTSANT - ZER MONTSANT,43027,430271,LA BISBAL DE FALSET,3,0,3
2021/2022,43005340,ESCOLA SANTA ANNA,43042,430424,CASTELLVELL DEL CAMP,15,2,17
2021/2022,43005364,ESCOLA LES ERES,43050,430509,CREIXELL,16,3,19
2021/2022,43005376,ESCOLA PUIGMARÍ - ZER BAIX CAMP SUD,43053,430537,DUESAIGÜES,1,2,3
2021/2022,43005388,ESCOLA MESTRE JOSEP RONCERO I PALLARÈS - ZER MONTSIÀ,43062,430629,FREGINALS,3,1,4
2021/2022,43005391,ESCOLA SANT LLORENÇ - ZER MONTSIÀ,43063,430635,LA GALERA,3,3,6
2021/2022,43005406,ESCOLA EL VERGER - ZER RIBERA D'EBRE NORD,43065,430653,GARCIA,5,0,5
2021/2022,43005418,ESCOLA SANT SALVADOR - ZER MONTSIÀ,43068,430688,GODALL,4,0,4
2021/2022,43005421,ESCOLA BERENGUER DE MONTOLIU - ZER ELS CEPS,43079,430799,MASLLORENÇ,5,2,7
2021/2022,43005443,ESCOLA ROC LLOP I CONVALIA - ZER BENISSANET-MIRAVET,43084,430846,MIRAVET,5,1,6
2021/2022,43005455,ESCOLA PIUS XII - ZER L'AGLÀ,43085,430859,EL MOLAR,3,1,4
2021/2022,43005467,ESCOLA LES CODINETES,43097,430976,LA NOU DE GAIÀ,12,2,14
2021/2022,43005479,ESCOLA 1 D'ABRIL - ZER EBRE,43099,430995,LA PALMA D'EBRE,3,0,3
2021/2022,43005480,ESCOLA MARE DE DÉU DEL LLEDÓ,43109,431093,LA POBLA DE MAFUMET,25,7,32
2021/2022,43005492,ESCOLA SANTA MAGDALENA - ZER LA PARELLADA,43113,431135,EL PONT D'ARMENTERA,3,2,5
2021/2022,43005509,ESCOLA ROSSEND GIOL - ZER BAIX PRIORAT,43114,431140,PORRERA,1,2,3
2021/2022,43005510,ESCOLA SERRA DE PRADES - ZER MONTSANT-SERRA DE PRADES,43116,431166,PRADES,4,1,5
2021/2022,43005522,ESCOLA SANTA MARINA,43118,431188,PRATDIP,4,5,9
2021/2022,43005534,ESCOLA LES ERES DE RASQUERA - ZER LA FONT DE L'AIGUADÍ,43121,431212,RASQUERA,8,0,8
2021/2022,43005546,ESCOLA DE LA RIBA - ZER EL FRANCOLÍ,43124,431248,LA RIBA,3,3,6
2021/2022,43005558,ESCOLA SANT MATEU,43127,431270,RIUDECANYES,10,1,11
2021/2022,43005561,ESCOLA MARE DE DÉU DEL ROSER,43128,431286,RIUDECOLS,11,1,12
2021/2022,43005571,ESCOLA LES COMES,43132,431325,RODONYÀ,13,1,14
2021/2022,43005583,ESCOLA ELS QUATRE VENTS,43137,431378,SANT JAUME DELS DOMENYS,17,5,22
2021/2022,43005595,ESCOLA LA PARELLADA,43140,431401,SANTA OLIVA,14,9,23
2021/2022,43005601,ESCOLA EL TORMO - ZER RIBERA D'EBRE NORD,43152,431520,LA TORRE DE L'ESPANYOL,5,0,5
2021/2022,43005613,ESCOLA SETZE DE FEBRER - ZER MEDITERRÀNIA,43902,439023,SANT JAUME D'ENVEJA,3,1,4
2021/2022,43005625,ESCOLA SANT ANTONI ABAT - ZER MONT CARO,43155,431554,TORTOSA,5,0,5
2021/2022,43005637,ESCOLA MANUEL DE CASTELLVÍ I FELIU - ZER ATZAVARA,43165,431652,VILABELLA,7,0,7
2021/2022,43005650,ESCOLA EL DIVÍ MESTRE - ZER TERRA ALTA NORD,43175,431750,VILALBA DELS ARCS,5,1,6
2021/2022,43005662,ESCOLA JOSEP NIN,43135,431359,SALOMÓ,6,4,10
2021/2022,43005674,ESCOLA RAVAL DE CRISTO - ZER MONT CARO,43133,431331,ROQUETES,6,2,8
2021/2022,43005686,ESCOLA RIU CLAR,43148,431482,TARRAGONA,17,3,20
2021/2022,43005698,ESCOLA MARJAL - ZER MEDITERRÀNIA,43004,430043,ALCANAR,9,2,11
2021/2022,43005704,INSTITUT FRANCESC VIDAL I BARRAQUER,43148,431482,TARRAGONA,70,45,115
2021/2022,43005753,ESCOLA DOCTOR ALBERICH I CASAS,43123,431233,REUS,33,3,36
2021/2022,43005765,ESCOLA EDUARD TODA I GÜELL,43123,431233,REUS,30,2,32
2021/2022,43005893,ESCOLA CENTCELLES,43047,430477,CONSTANTÍ,18,5,23
2021/2022,43005901,ESCOLA JOAN REBULL,43123,431233,REUS,37,3,40
2021/2022,43005911,ESCOLA CAMPCLAR,43148,431482,TARRAGONA,23,4,27
2021/2022,43005935,ESCOLA SANT BERNAT CALVÓ,43123,431233,REUS,23,8,31
2021/2022,43005947,ESCOLA CAL·LÍPOLIS,43171,431711,VILA-SECA,23,5,28
2021/2022,43005959,ESCOLA CÈSAR AUGUST,43148,431482,TARRAGONA,30,7,37
2021/2022,43005972,INSTITUT RAMON BARBAT I MIRACLE,43171,431711,VILA-SECA,44,31,75
2021/2022,43006046,ESCOLA DIVINA PASTORA - ZER MESTRAL,43155,431554,TORTOSA,3,0,3
2021/2022,43006061,ESCOLA RUBIÓ I ORS,43123,431233,REUS,35,5,40
2021/2022,43006101,INSTITUT MONTSIÀ,43014,430141,AMPOSTA,49,46,95
2021/2022,43006125,INSTITUT CAMPCLAR,43148,431482,TARRAGONA,49,24,73
2021/2022,43006174,ESCOLA LES MORERES,43001,430017,AIGUAMÚRCIA,8,1,9
2021/2022,43006186,ESCOLA SORIANO MONTAGUT,43014,430141,AMPOSTA,27,7,34
2021/2022,43006216,ESCOLA CÈLIA ARTIGA,43123,431233,REUS,14,4,18
2021/2022,43006228,ESCOLA ROSA SENSAT,43123,431233,REUS,19,4,23
2021/2022,43006241,ESCOLA LA PLANA,43171,431711,VILA-SECA,12,2,14
2021/2022,43006332,ESCOLA MESTRAL,43171,431711,VILA-SECA,21,4,25
2021/2022,43006356,ESCOLA MARINADA,43038,430385,CAMBRILS,29,4,33
2021/2022,43006371,ESCOLA SANT ROC - ZER CONCA DE BARBERÀ,43130,431303,ROCAFORT DE QUERALT,2,1,3
2021/2022,43006393,ESCOLA EUROPA,43905,439057,SALOU,26,9,35
2021/2022,43006496,INSTITUT MANUEL SALES I FERRÉ,43156,431567,ULLDECONA,32,18,50
2021/2022,43006541,ESCOLA TERESA MIQUEL I PÀMIES,43123,431233,REUS,28,7,35
2021/2022,43006551,ESCOLA HORTA VELLA,43136,431362,SANT CARLES DE LA RÀPITA,27,5,32
2021/2022,43006563,ESCOLA MARCEL·LÍ DOMINGO,43148,431482,TARRAGONA,25,3,28
2021/2022,43006575,ESCOLA ELADI HOMS,43161,431613,VALLS,22,3,25
2021/2022,43006587,ESCOLA ÀNGELS GARRIGA,43163,431634,EL VENDRELL,37,4,41
2021/2022,43006617,INSTITUT JOAN AMIGÓ I CALLAU,43054,430542,L'ESPLUGA DE FRANCOLÍ,18,7,25
2021/2022,43006630,INSTITUT PERE MARTELL,43148,431482,TARRAGONA,37,77,114
2021/2022,43006642,INSTITUT TERRA ALTA,43064,430640,GANDESA,35,15,50
2021/2022,43006654,INSTITUT CAMBRILS,43038,430385,CAMBRILS,38,17,55
2021/2022,43006678,INSTITUT GABRIEL FERRATER I SOLER,43123,431233,REUS,53,34,87
2021/2022,43006681,INSTITUT DE LA SÉNIA,43044,430445,LA SÉNIA,26,18,44
2021/2022,43006691,INSTITUT PRIORAT,43055,430555,FALSET,29,27,56
2021/2022,43006708,INSTITUT JOAN SEGURA I VALLS,43139,431397,SANTA COLOMA DE QUERALT,12,6,18
2021/2022,43006851,ESCOLA MOLÍ DE VENT,43153,431536,TORREDEMBARRA,31,3,34
2021/2022,43006861,ESCOLA ENXANETA,43161,431613,VALLS,18,1,19
2021/2022,43006873,ESCOLA RIUMAR,43901,439018,DELTEBRE,11,6,17
2021/2022,43006940,EOI DE TARRAGONA,43148,431482,TARRAGONA,27,8,35
2021/2022,43006952,INSTITUT TORREDEMBARRA,43153,431536,TORREDEMBARRA,31,29,60
2021/2022,43006964,INSTITUT DE DELTEBRE,43901,439018,DELTEBRE,41,24,65
2021/2022,43006976,INSTITUT CANDELERA,43013,430136,L'AMETLLA DE MAR,25,20,45
2021/2022,43006988,CEE GARBÍ,43163,431634,EL VENDRELL,17,0,17
2021/2022,43007038,INSTITUT ESCOLA D'HOTELERIA I TURISME,43038,430385,CAMBRILS,24,23,47
2021/2022,43007051,CFA JOSEPA MASSANÉS I DALMAU,43148,431482,TARRAGONA,6,5,11
2021/2022,43007087,INSTITUT SÒL DE RIU,43004,430043,ALCANAR,33,26,59
2021/2022,43007105,ESCOLA MONTSANT,43123,431233,REUS,14,4,18
2021/2022,43007117,ESCOLA PAX,43148,431482,TARRAGONA,27,4,31
2021/2022,43007129,INSTITUT JULIO ANTONIO,43093,430939,MÓRA D'EBRE,34,30,64
2021/2022,43007166,INSTITUT LLUÍS DOMÈNECH I MONTANER,43123,431233,REUS,51,43,94
2021/2022,43007178,ESCOLA MOWGLI,43123,431233,REUS,19,1,20
2021/2022,43007208,INSTITUT BERENGUER D'ENTENÇA,43162,431628,VANDELLÒS I L'HOSPITALET DE L'INFANT,36,14,50
2021/2022,43007221,INSTITUT ELS ALFACS,43136,431362,SANT CARLES DE LA RÀPITA,47,26,73
2021/2022,43007233,INSTITUT DE FLIX,43060,430607,FLIX,27,15,42
2021/2022,43007257,INSTITUT CAMÍ DE MAR,43037,430379,CALAFELL,53,41,94
2021/2022,43007385,INSTITUT D'HORTICULTURA I JARDINERIA,43123,431233,REUS,11,19,30
2021/2022,43007543,INSTITUT JAUME I,43905,439057,SALOU,59,22,81
2021/2022,43007580,INSTITUT DE L'ARBOÇ,43016,430167,L'ARBOÇ,39,29,68
2021/2022,43007646,INSTITUT DE CONSTANTÍ,43047,430477,CONSTANTÍ,33,12,45
2021/2022,43007658,INSTITUT JOAN GUINJOAN I GISPERT,43129,431299,RIUDOMS,38,24,62
2021/2022,43007661,INSTITUT RAMON DE LA TORRE,43153,431536,TORREDEMBARRA,45,24,69
2021/2022,43008389,ESCOLA SANT LLATZER,43155,431554,TORTOSA,15,2,17
2021/2022,43008390,INSTITUT TORREFORTA,43148,431482,TARRAGONA,41,19,60
2021/2022,43008407,INSTITUT EL MORELL,43095,430957,EL MORELL,32,23,55
2021/2022,43008419,INSTITUT CAMARLES,43903,439039,CAMARLES,30,11,41
2021/2022,43008420,INSTITUT ROQUETES,43133,431331,ROQUETES,51,20,71
2021/2022,43008432,INSTITUT SANT PERE I SANT PAU,43148,431482,TARRAGONA,44,16,60
2021/2022,43008444,INSTITUT JOSEP TAPIRÓ,43123,431233,REUS,45,28,73
2021/2022,43008456,INSTITUT LES PLANES,43138,431384,SANTA BÀRBARA,23,17,40
2021/2022,43008481,INSTITUT COLLBLANC,43907,439076,LA CANONJA,44,24,68
2021/2022,43008501,INSTITUT PONT DEL DIABLE,43148,431482,TARRAGONA,31,9,40
2021/2022,43008511,INSTITUT JOAN PUIG I FERRETER,43145,431457,LA SELVA DEL CAMP,35,19,54
2021/2022,43008523,INSTITUT VILA-SECA,43171,431711,VILA-SECA,43,26,69
2021/2022,43008535,ESCOLA SOLCUNIT,43051,430516,CUNIT,23,8,31
2021/2022,43008547,ESCOLA CAMBRILS,43038,430385,CAMBRILS,26,4,30
2021/2022,43008638,INSTITUT ANTONI BALLESTER,43092,430923,MONT-ROIG DEL CAMP,24,19,43
2021/2022,43008729,CFA TARRAGONA,43148,431482,TARRAGONA,9,4,13
2021/2022,43008754,CFA SEBASTIÀ JUAN ARBÓ,43014,430141,AMPOSTA,6,0,6
2021/2022,43008857,CFA REUS,43123,431233,REUS,5,4,9
2021/2022,43008912,ESCOLA CINTA CURTO,43155,431554,TORTOSA,15,3,18
2021/2022,43009001,ZER MONTSANT-SERRA DE PRADES,43116,431166,PRADES,3,1,4
2021/2022,43009011,ZER RIU AVALL,43149,431495,TIVENYS,4,0,4
2021/2022,43009023,ZER L'AGLÀ,43069,430691,GRATALLOPS,2,1,3
2021/2022,43009035,ZER ATZAVARA,43098,430982,NULLES,3,1,4
2021/2022,43009047,ZER BAIX PRIORAT,43114,431140,PORRERA,3,1,4
2021/2022,43009059,ZER BAIX CAMP NORD,43007,430075,L'ALEIXAR,3,2,5
2021/2022,43009072,ZER CONCA DE BARBERÀ,43147,431476,SOLIVELLA,4,1,5
2021/2022,43009084,ZER MONTSIÀ,43078,430786,MASDENVERGE,3,2,5
2021/2022,43009096,ZER ELS CEPS,43079,430799,MASLLORENÇ,1,3,4
2021/2022,43009114,ZER EL FRANCOLÍ,43161,431613,VALLS,4,0,4
2021/2022,43009126,ZER BAIX CAMP SUD,43167,431671,VILANOVA D'ESCORNALBOU,4,0,4
2021/2022,43009138,ZER LA PARELLADA,43059,430593,FIGUEROLA DEL CAMP,3,1,4
2021/2022,43009141,ZER POBLET,43176,431763,VIMBODÍ I POBLET,4,0,4
2021/2022,43009187,INSTITUT MARTÍ L'HUMÀ,43086,430862,MONTBLANC,42,22,64
2021/2022,43009217,ESCOLA DEL POBLE NOU DEL DELTA - ZER MEDITERRÀNIA,43014,430141,AMPOSTA,4,0,4
2021/2022,43009229,ZER PORTS-ALGARS,43018,430189,ARNES,3,0,3
2021/2022,43009230,ESCOLA TARRAGONA,43148,431482,TARRAGONA,23,5,28
2021/2022,43009242,ESCOLA L'ANTINA,43153,431536,TORREDEMBARRA,31,4,35
2021/2022,43009308,ZER MEDITERRÀNIA,43004,430043,ALCANAR,2,2,4
2021/2022,43009311,ZER MONT CARO,43008,430081,ALFARA DE CARLES,3,0,3
2021/2022,43009321,ZER RIU I SERRA,43025,430252,BENIFALLET,3,0,3
2021/2022,43009345,ZER RIBERA D'EBRE NORD,43152,431520,LA TORRE DE L'ESPANYOL,3,1,4
2021/2022,43009369,ESCOLA SAAVEDRA,43148,431482,TARRAGONA,16,4,20
2021/2022,43009370,ZER TERRA ALTA NORD,43175,431750,VILALBA DELS ARCS,2,2,4
2021/2022,43009394,ZER LA FONT DE L'AIGUADÍ,43067,430672,GINESTAR,1,2,3
2021/2022,43009451,ESCOLA SALOU,43905,439057,SALOU,32,2,34
2021/2022,43009461,ZER TERRA ALTA-CENTRE,43048,430483,CORBERA D'EBRE,3,1,4
2021/2022,43009497,INSTITUT FONTS DEL GLORIETA,43005,430056,ALCOVER,23,12,35
2021/2022,43009606,ZER BENISSANET-MIRAVET,43026,430265,BENISSANET,2,2,4
2021/2022,43009618,ZER MESTRAL,43155,431554,TORTOSA,3,1,4
2021/2022,43009710,EOI DE REUS,43123,431233,REUS,9,2,11
2021/2022,43009722,INSTITUT CAL·LÍPOLIS,43148,431482,TARRAGONA,83,30,113
2021/2022,43009771,CFA TORTOSA,43155,431554,TORTOSA,5,4,9
2021/2022,43009850,INSTITUT ERNEST LLUCH I MARTÍ,43051,430516,CUNIT,50,28,78
2021/2022,43009862,EOI DE TORTOSA,43155,431554,TORTOSA,6,4,10
2021/2022,43009886,ESCOLA JOSEP VECIANA,43103,431037,PERAFORT,15,1,16
2021/2022,43009898,ESCOLA CASTELL DE CALAFELL,43037,430379,CALAFELL,25,9,34
2021/2022,43009977,INSTITUT D'ALTAFULLA,43012,430120,ALTAFULLA,32,23,55
2021/2022,43010037,EOI DEL VENDRELL,43163,431634,EL VENDRELL,5,2,7
2021/2022,43010062,CFA EL VENDRELL,43163,431634,EL VENDRELL,6,1,7
2021/2022,43010074,CFA VALLS,43161,431613,VALLS,4,3,7
2021/2022,43010086,CFA VILASECA,43171,431711,VILA-SECA,6,0,6
2021/2022,43010098,ESCOLA LA GINESTA,43037,430379,CALAFELL,26,8,34
2021/2022,43010141,ESCOLA GUILLEM FORTUNY,43038,430385,CAMBRILS,26,6,32
2021/2022,43010153,ESCOLA VORA MAR,43905,439057,SALOU,30,4,34
2021/2022,43010165,ESCOLA MARTA MATA,43163,431634,EL VENDRELL,24,6,30
2021/2022,43010189,INSTITUT MEDITERRÀNIA,43163,431634,EL VENDRELL,27,18,45
2021/2022,43010220,ESCOLA DE MASPUJOLS,43081,430810,MASPUJOLS,14,0,14
2021/2022,43010311,CFA RIBERA D'EBRE,43093,430939,MÓRA D'EBRE,4,3,7
2021/2022,43010323,CFA MONTBLANC,43086,430862,MONTBLANC,3,1,4
2021/2022,43010335,INSTITUT LA MAR DE LA FRAU,43038,430385,CAMBRILS,34,13,47
2021/2022,43010347,INSTITUT MARTA MATA,43905,439057,SALOU,39,17,56
2021/2022,43010372,INSTITUT LA TALAIA,43037,430379,CALAFELL,37,28,65
2021/2022,43010396,ESCOLA DE PONENT,43148,431482,TARRAGONA,23,1,24
2021/2022,43010402,ESCOLA EL ROQUISSAR,43012,430120,ALTAFULLA,15,4,19
2021/2022,43010414,INSTITUT COSTER DE LA TORRE,43028,430287,LA BISBAL DEL PENEDÈS,39,26,65
2021/2022,43010487,ESCOLA MARCEL·LÍ ESQUIUS,43092,430923,MONT-ROIG DEL CAMP,14,2,16
2021/2022,43010499,CFA PAU CASALS,43043,430430,EL CATLLAR,11,7,18
2021/2022,43010505,ESCOLA LA VITXETA,43123,431233,REUS,29,2,31
2021/2022,43010529,ESCOLA CAVALLER ARNAU,43129,431299,RIUDOMS,16,3,19
2021/2022,43010530,ESCOLA MIRAMAR,43171,431711,VILA-SECA,24,6,30
2021/2022,43010554,ZER LES VINYES,43076,430764,MARÇÀ,2,2,4
2021/2022,43010578,INSTITUT FONTANELLES,43031,430311,LES BORGES DEL CAMP,37,15,52
2021/2022,43010581,ESCOLA MAS CLARIANA,43038,430385,CAMBRILS,25,3,28
2021/2022,43010591,ESCOLA ARQUITECTE JUJOL,43100,431009,ELS PALLARESOS,14,3,17
2021/2022,43010608,INSTITUT SERRA DE MIRAMAR,43161,431613,VALLS,30,17,47
2021/2022,43010621,ESCOLA CINGLE ROIG - ZER BAIX CAMP NORD,43169,431690,VILAPLANA,4,0,4
2021/2022,43010669,EOI D'AMPOSTA,43014,430141,AMPOSTA,6,1,7
2021/2022,43010670,EOI DE VALLS,43161,431613,VALLS,5,0,5
2021/2022,43010748,INSTITUT ELS PALLARESOS,43100,431009,ELS PALLARESOS,32,22,54
2021/2022,43010773,ESCOLA CONSOL FERRÉ,43014,430141,AMPOSTA,22,8,30
2021/2022,43010815,ESCOLA ELS COSSETANS,43051,430516,CUNIT,24,4,28
2021/2022,43010839,ESCOLA SERRA MAJOR - ZER L'AGLÀ,43174,431747,LA VILELLA BAIXA,4,0,4
2021/2022,43010852,INSTITUT ROSETA MAURI,43123,431233,REUS,48,15,63
2021/2022,43010864,ESCOLA ISABEL BESORA,43123,431233,REUS,26,4,30
2021/2022,43010876,ESCOLA L'ARRABASSADA,43148,431482,TARRAGONA,30,1,31
2021/2022,43010888,INSTITUT DE TECNIFICACIÓ,43014,430141,AMPOSTA,26,24,50
2021/2022,43010980,EOI RIBERA D'EBRE,43093,430939,MÓRA D'EBRE,4,1,5
2021/2022,43011029,ZER EBRE,43125,431251,RIBA-ROJA D'EBRE,2,2,4
2021/2022,43011121,ESCOLA VILAMAR,43037,430379,CALAFELL,17,5,22
2021/2022,43011145,ESCOLA ELS GANXETS,43123,431233,REUS,11,5,16
2021/2022,43011170,INSTITUT CRISTÒFOL DESPUIG,43155,431554,TORTOSA,35,15,50
2021/2022,43011194,ESCOLA EL CUCURULL,43131,431310,RODA DE BERÀ,15,4,19
2021/2022,43011200,EOI DE SALOU,43905,439057,SALOU,5,1,6
2021/2022,43011212,ESCOLA LA BÒBILA,43038,430385,CAMBRILS,26,5,31
2021/2022,43011303,ZER MONTSANT,43035,430350,CABACÉS,3,1,4
2021/2022,43011418,INSTITUT RODA DE BERÀ,43131,431310,RODA DE BERÀ,18,18,36
2021/2022,43011479,INSTITUT TARRAGONA,43148,431482,TARRAGONA,44,16,60
2021/2022,43011492,ESCOLA LA CANALETA,43171,431711,VILA-SECA,27,4,31
2021/2022,43012083,INSTITUT ESCOLA PI DEL BURGAR,43123,431233,REUS,44,18,62
2021/2022,43012095,ESCOLA JOAN MIRÓ,43092,430923,MONT-ROIG DEL CAMP,30,4,34
2021/2022,43012113,INSTITUT ESCOLA MARE DE DÉU DEL PORTAL,43022,430228,BATEA,26,6,32
2021/2022,43012289,INSTITUT ESCOLA 3 D'ABRIL,43094,430944,MÓRA LA NOVA,39,9,48
2021/2022,43012307,INSTITUT ESCOLA DANIEL MANGRANÉ,43155,431554,TORTOSA,44,13,57
2021/2022,43012319,INSTITUT ESCOLA EL PERELLÓ,43104,431042,EL PERELLÓ,39,15,54
2021/2022,43012769,CEE FONT DEL LLEÓ,43123,431233,REUS,16,1,17
2021/2022,43012812,INSTITUT ESCOLA L'AGULLA,43043,430430,EL CATLLAR,38,10,48
2021/2022,43012903,ESCOLA EL BOSC - ZER EL FRANCOLÍ,43091,430918,MONT-RAL,1,1,2
2021/2022,43012976,INSTITUT ESCOLA MEDITERRANI,43148,431482,TARRAGONA,21,10,31
2021/2022,43012988,INSTITUT DE MIAMI,43092,430923,MONT-ROIG DEL CAMP,25,7,32
2021/2022,43013075,INSTITUT ESCOLA ÀNGEL DE TOBIES,43163,431634,EL VENDRELL,29,17,46
2021/2022,43013087,INSTITUT ESCOLA CORBATERA,43049,430496,CORNUDELLA DE MONTSANT,21,3,24
2021/2022,43013099,INSTITUT ESCOLA AGUSTÍ BARBERÀ,43014,430141,AMPOSTA,43,10,53
2021/2022,43013117,INSTITUT D'EST. PROFES. AQÜÍCOLES I AMBIENTALS DE CATALUNYA,43136,431362,SANT CARLES DE LA RÀPITA,8,4,12
2021/2022,43013129,INSTITUT ESCOLA COMA-RUGA,43163,431634,EL VENDRELL,42,6,48
2021/2022,43013130,INSTITUT ESCOLA JOAN ARDÈVOL,43038,430385,CAMBRILS,30,12,42
2021/2022,43013142,INSTITUT ESCOLA EL TEMPLE,43155,431554,TORTOSA,39,8,47
2020/2021,25009009,ZER EL SOLSONÈS,25207,252075,SOLSONA,5,0,5
2020/2021,43011170,INSTITUT CRISTÒFOL DESPUIG,43155,431554,TORTOSA,35,14,49
2020/2021,17008687,ESCOLA LES DEVESES,17155,171557,SALT,30,5,35
2020/2021,43011145,ESCOLA ELS GANXETS,43123,431233,REUS,12,4,16
2020/2021,17008675,ESCOLA PERICOT,17079,170792,GIRONA,24,6,30
2020/2021,43011121,ESCOLA VILAMAR,43037,430379,CALAFELL,15,3,18
2020/2021,43011029,ZER EBRE,43125,431251,RIBA-ROJA D'EBRE,3,1,4
2020/2021,43010980,EOI RIBERA D'EBRE,43093,430939,MÓRA D'EBRE,4,0,4
2020/2021,43013142,INSTITUT ESCOLA EL TEMPLE,43155,431554,TORTOSA,30,9,39
2020/2021,43013130,INSTITUT ESCOLA JOAN ARDÈVOL,43038,430385,CAMBRILS,25,9,34
2020/2021,43010888,INSTITUT DE TECNIFICACIÓ,43014,430141,AMPOSTA,27,21,48
2020/2021,43013129,INSTITUT ESCOLA COMA-RUGA,43163,431634,EL VENDRELL,32,5,37
2020/2021,43013117,INSTITUT D'EST. PROFES. AQÜÍCOLES I AMBIENTALS DE CATALUNYA,43136,431362,SANT CARLES DE LA RÀPITA,6,4,10
2020/2021,43013099,INSTITUT ESCOLA AGUSTÍ BARBERÀ,43014,430141,AMPOSTA,33,9,42
2020/2021,43013087,INSTITUT ESCOLA MONTSANT,43049,430496,CORNUDELLA DE MONTSANT,19,4,23
2020/2021,17008778,ESCOLA EL MORROT,17114,171143,OLOT,15,3,18
2020/2021,17003422,ESCOLA TAIALÀ,17079,170792,GIRONA,33,4,37
2020/2021,43013075,INSTITUT ESCOLA ÀNGEL DE TOBIES,43163,431634,EL VENDRELL,24,15,39
2020/2021,43012988,INSTITUT DE MIAMI,43092,430923,MONT-ROIG DEL CAMP,20,8,28
2020/2021,43012976,INSTITUT ESCOLA MEDITERRANI,43148,431482,TARRAGONA,21,9,30
2020/2021,43012903,ESCOLA EL BOSC - ZER EL FRANCOLÍ,43091,430918,MONT-RAL,1,1,2
2020/2021,43012812,INSTITUT ESCOLA L'AGULLA,43043,430430,EL CATLLAR,37,11,48
2020/2021,43012769,CEE FONT DEL LLEÓ,43123,431233,REUS,12,1,13
2020/2021,43000871,ESCOLA JAUME I,43044,430445,LA SÉNIA,30,5,35
2020/2021,43012307,INSTITUT ESCOLA DANIEL MANGRANÉ,43155,431554,TORTOSA,41,11,52
2020/2021,43010864,ESCOLA ISABEL BESORA,43123,431233,REUS,24,4,28
2020/2021,43012289,INSTITUT ESCOLA 3 D'ABRIL,43094,430944,MÓRA LA NOVA,33,12,45
2020/2021,43010876,ESCOLA L'ARRABASSADA,43148,431482,TARRAGONA,29,1,30
